Logit_class_0,Logit_class_1
-4.4414062,4.4960938
-5.0820312,5.1640625
-3.8046875,3.9707031
-4.9101562,5.0
-4.9414062,4.9765625
-5.734375,5.765625
-3.7363281,3.9179688
-5.4257812,5.4765625
-3.9804688,4.0742188
-4.90625,5.0117188
-4.609375,4.6992188
-4.7421875,4.8007812
-4.9882812,5.0898438
-3.4511719,3.6074219
-5.2148438,5.2734375
-4.65625,4.7695312
-4.6210938,4.6835938
-4.4414062,4.5195312
-5.4023438,5.4648438
-5.7695312,5.828125
-4.3320312,4.4765625
-5.1289062,5.1796875
-4.7695312,4.8242188
-5.2929688,5.3828125
-4.3710938,4.4375
-5.515625,5.625
-5.171875,5.296875
-5.2421875,5.3203125
-5.3320312,5.3632812
-4.9453125,4.9570312
-4.6992188,4.7890625
-4.6796875,4.6992188
-4.375,4.3945312
-4.5078125,4.5585938
-5.3984375,5.5546875
-5.3242188,5.3828125
-4.203125,4.3085938
-4.0039062,4.03125
-3.8828125,3.9140625
-4.203125,4.2890625
-5.296875,5.3671875
-4.484375,4.6484375
-4.65625,4.7773438
-5.0195312,5.0976562
-4.7578125,4.8007812
-4.0664062,4.1367188
-4.4296875,4.4375
-5.3515625,5.3671875
-5.3242188,5.4414062
-4.375,4.546875
-4.7382812,4.8515625
-4.3671875,4.3789062
-5.1875,5.2421875
-3.4882812,3.5429688
-4.7460938,4.8125
-5.0664062,5.1757812
-5.15625,5.234375
-3.5332031,3.5722656
-3.8632812,3.8652344
-4.5,4.5976562
-4.5976562,4.65625
-4.8515625,4.9023438
-4.078125,4.25
-5.3671875,5.4609375
-4.7148438,4.7695312
-4.5664062,4.5898438
-3.296875,3.3945312
-4.46875,4.4765625
-4.4960938,4.609375
-5.3203125,5.4960938
-4.1523438,4.265625
-4.9453125,5.0507812
-5.0703125,5.1132812
-4.4375,4.5078125
-4.1210938,4.140625
-4.8984375,5.0195312
-4.4648438,4.546875
-1.5771484,1.5800781
-4.53125,4.6523438
-4.28125,4.3632812
-4.5742188,4.6484375
-4.7421875,4.9453125
-5.1171875,5.1953125
-4.9882812,5.0273438
-2.3984375,2.5019531
-3.7773438,3.8300781
-2.375,2.4140625
-4.4257812,4.4960938
-4.3476562,4.4023438
-5.3671875,5.421875
-1.7929688,1.8759766
-4.7539062,4.8867188
-4.5546875,4.6679688
-3.6210938,3.6894531
-4.5585938,4.609375
-5.2382812,5.3164062
-4.9023438,5.0039062
-3.75,3.7675781
-5.4101562,5.484375
-3.78125,3.9453125
-4.765625,4.8554688
-4.5507812,4.6835938
-4.6289062,4.7578125
-4.8203125,4.9257812
-3.9355469,3.9804688
-5.2734375,5.2851562
-4.8320312,4.8984375
-3.2714844,3.2558594
-3.0917969,3.125
-3.9980469,4.0234375
-5.53125,5.6132812
-5.0195312,5.125
-5.15625,5.234375
-4.7773438,4.8554688
-4.1757812,4.1953125
-4.875,4.9960938
-3.9921875,4.0703125
-5.0273438,5.1328125
-4.8984375,4.8554688
-5.171875,5.2460938
-3.6171875,3.7324219
-4.9921875,5.0820312
-5.3320312,5.4023438
-2.9121094,2.9726562
-5.9453125,6.0
-5.2890625,5.4335938
-4.1679688,4.125
-4.9335938,5.0390625
-4.6289062,4.7109375
-5.6484375,5.734375
-3.5976562,3.6386719
-5.1054688,5.203125
-4.9335938,5.0195312
-4.6992188,4.78125
-5.0039062,5.1054688
-4.3867188,4.484375
-4.4453125,4.5273438
-3.1484375,3.234375
-4.1914062,4.2773438
-4.2539062,4.2890625
-4.65625,4.7265625
-4.546875,4.5703125
-3.3378906,3.3789062
-5.0273438,5.1132812
-4.0664062,4.1445312
-5.15625,5.1796875
-4.375,4.3320312
-5.15625,5.28125
-4.0195312,3.9609375
-2.4257812,2.4609375
-4.8476562,5.0
-3.0722656,3.1601562
-5.171875,5.2421875
-5.4296875,5.5429688
-4.2109375,4.3242188
-3.7148438,3.6933594
-5.0,5.0585938
-4.5078125,4.6210938
-4.6132812,4.6953125
-4.6289062,4.7382812
-5.390625,5.4921875
-3.3691406,3.4082031
-4.7851562,4.8554688
-4.515625,4.578125
-4.8476562,4.9023438
-4.7851562,4.8515625
-5.0742188,5.0625
-4.640625,4.7070312
-4.546875,4.625
-5.0625,5.1640625
-4.9414062,5.0859375
-4.9101562,5.046875
-3.8105469,3.8066406
-3.9707031,4.0351562
-4.5820312,4.6679688
-5.2265625,5.2695312
-2.1269531,2.1269531
-3.7832031,3.8535156
-5.0273438,5.1171875
-5.046875,5.1015625
-1.6884766,1.7402344
-4.7695312,4.8007812
-5.1992188,5.2890625
-4.7304688,4.8164062
-5.1445312,5.1796875
-4.6640625,4.7851562
-5.7773438,5.828125
-4.984375,5.1171875
-3.90625,3.984375
-5.171875,5.265625
-5.0898438,5.1835938
-5.0703125,5.140625
-4.6289062,4.7421875
-4.359375,4.4140625
-3.3515625,3.4589844
-3.4785156,3.4433594
-5.3085938,5.3632812
-4.7226562,4.7382812
-3.9140625,3.9707031
-4.4570312,4.46875
-4.671875,4.703125
-4.4296875,4.5039062
-3.2441406,3.2558594
-4.2226562,4.296875
-5.0546875,5.1757812
-4.859375,4.921875
-5.7695312,5.8164062
-5.4296875,5.5117188
-5.3554688,5.4921875
-5.1757812,5.2578125
-4.859375,4.9453125
-4.9375,5.0117188
-4.3828125,4.4609375
-4.609375,4.7226562
-5.171875,5.265625
-5.375,5.4414062
-4.34375,4.4140625
-4.328125,4.4257812
-5.1484375,5.1601562
-5.515625,5.6640625
-3.5644531,3.609375
-4.9375,4.9765625
-4.9101562,5.03125
-4.8984375,4.9453125
-4.875,5.0078125
-4.90625,4.9453125
-5.359375,5.4453125
-2.8066406,2.8300781
-1.8378906,1.9335938
-4.6171875,4.6953125
-5.078125,5.125
-4.0039062,4.1601562
-5.375,5.4921875
-5.234375,5.3515625
-4.8085938,4.9140625
-4.78125,4.84375
-4.2734375,4.3515625
-5.1640625,5.265625
-4.8476562,4.9101562
-5.7382812,5.7773438
-3.96875,3.9960938
-4.890625,4.9765625
-4.5507812,4.6796875
-3.9746094,4.03125
-4.2265625,4.2421875
-4.171875,4.2382812
-4.6679688,4.7539062
-5.3046875,5.421875
-4.4726562,4.5429688
-5.3398438,5.3515625
-4.3632812,4.375
-3.4121094,3.4785156
-5.1328125,5.2265625
-4.5664062,4.7578125
-4.5039062,4.5976562
-5.0507812,5.1523438
-2.8535156,2.9277344
-4.4726562,4.5078125
-5.4726562,5.5664062
-5.7226562,5.796875
-4.3125,4.3203125
-5.1914062,5.2890625
-4.546875,4.5976562
-4.296875,4.390625
-3.8847656,3.9707031
-4.40625,4.5
-4.8554688,4.890625
-3.8203125,4.0078125
-4.421875,4.5117188
-4.5,4.515625
-4.8320312,4.9257812
-4.9804688,5.0742188
-5.0117188,5.1484375
-5.6640625,5.75
-4.9492188,5.015625
-4.65625,4.6875
-4.109375,4.2421875
-4.8359375,4.8710938
-4.5820312,4.6992188
-4.796875,5.0117188
-3.9550781,4.1289062
-5.171875,5.3242188
-4.3671875,4.46875
-5.3203125,5.3554688
-4.5351562,4.578125
-5.4296875,5.5234375
-3.0214844,3.0371094
-5.0898438,5.2148438
-5.390625,5.4335938
-3.6699219,3.6914062
-2.4726562,2.5351562
-4.5039062,4.5976562
-1.0361328,1.015625
-4.6132812,4.671875
-4.8007812,4.921875
-4.3398438,4.4609375
-5.0039062,5.1289062
-3.1035156,3.1484375
-4.90625,5.0117188
-4.7578125,4.8359375
-2.0234375,2.0742188
-5.3320312,5.421875
-4.9726562,5.046875
-4.8359375,4.8828125
-3.4277344,3.5214844
-2.0605469,2.140625
-5.28125,5.34375
-4.9414062,5.015625
-4.84375,4.8945312
-4.4101562,4.40625
-4.2460938,4.3164062
-4.53125,4.6210938
-4.1992188,4.265625
-5.2734375,5.34375
-4.8359375,4.90625
-3.5683594,3.6289062
-3.9628906,4.0039062
-3.1640625,3.2539062
-4.3515625,4.4257812
-5.0859375,5.1796875
-4.4492188,4.5546875
-4.5351562,4.5546875
-4.7226562,4.7890625
-5.109375,5.203125
-5.5664062,5.6914062
-4.28125,4.328125
-5.0429688,5.0976562
-5.140625,5.1875
-5.4335938,5.4960938
-3.7207031,3.6601562
-4.4296875,4.3984375
-4.3710938,4.390625
-4.7773438,4.7929688
-4.7773438,4.8945312
-3.6015625,3.6621094
-4.5117188,4.5976562
-2.3183594,2.2890625
-5.3984375,5.4414062
-4.265625,4.3164062
-4.8398438,4.8710938
-4.5351562,4.6210938
-5.0703125,5.1367188
-4.5273438,4.609375
-4.734375,4.8632812
-3.6796875,3.6601562
-5.2695312,5.328125
-3.5800781,3.640625
-5.2890625,5.3984375
-5.1132812,5.1757812
-3.8828125,3.9257812
-4.2421875,4.328125
-3.3710938,3.4160156
-3.7246094,3.75
-5.0195312,5.1171875
-4.4296875,4.5078125
-4.5039062,4.5546875
-4.5390625,4.5625
-4.546875,4.671875
-2.8300781,2.8105469
-4.90625,4.9804688
-3.8613281,3.875
-5.21875,5.3085938
-5.2695312,5.3398438
-5.1171875,5.1484375
-5.2695312,5.296875
-3.4609375,3.4375
-4.6757812,4.6914062
-4.28125,4.3476562
-4.7421875,4.8398438
-4.9296875,5.0429688
-4.4492188,4.4726562
-3.2128906,3.2539062
-5.2578125,5.2773438
-4.2617188,4.3789062
-4.890625,4.984375
-4.5507812,4.7109375
-4.6132812,4.7148438
-4.28125,4.3710938
-3.4628906,3.4648438
-3.9394531,3.9628906
-4.4296875,4.4921875
-5.078125,5.1679688
-4.3476562,4.4140625
-5.0546875,5.109375
-4.0039062,4.0195312
-5.0,5.0585938
-5.4101562,5.5273438
-3.2382812,3.25
-5.0976562,5.1601562
-4.8984375,4.9375
-4.953125,4.9921875
-4.78125,4.8320312
-4.15625,4.2578125
-5.390625,5.4453125
-5.09375,5.2421875
-4.2773438,4.3164062
-5.2851562,5.3476562
-5.0117188,5.078125
-4.0234375,4.078125
-3.859375,3.9355469
-5.203125,5.1875
-3.78125,3.7949219
-4.0078125,4.078125
-5.34375,5.4453125
-5.2226562,5.3203125
-4.9257812,4.9804688
-4.9140625,5.0117188
-3.5253906,3.6347656
-4.3828125,4.4648438
-4.203125,4.2773438
-4.8164062,4.890625
-4.3203125,4.4257812
-5.5507812,5.6484375
-5.0351562,5.171875
-4.5820312,4.6171875
-4.140625,4.1171875
-4.9179688,4.9609375
-4.8515625,4.9570312
-5.46875,5.6015625
-2.8828125,2.9394531
-5.0117188,5.1015625
-4.375,4.4921875
-4.5,4.5234375
-4.796875,4.8945312
-4.3085938,4.5039062
-3.3027344,3.3378906
-4.7734375,4.8476562
-4.2148438,4.3007812
-4.2148438,4.3320312
-5.5625,5.65625
-4.0390625,4.109375
-4.1835938,4.2148438
-4.6367188,4.7109375
-4.7578125,4.8085938
-4.0625,4.09375
-5.1210938,5.2890625
-5.2226562,5.3242188
-5.171875,5.265625
-4.78125,4.8632812
-4.2617188,4.296875
-3.828125,3.9238281
-5.15625,5.2929688
-3.5117188,3.5371094
-4.90625,4.984375
-5.3164062,5.4296875
-5.3007812,5.3984375
-4.0351562,4.109375
-2.8769531,2.9394531
-5.3085938,5.3828125
-4.0859375,4.1796875
-4.578125,4.6640625
-5.4101562,5.4882812
-5.6171875,5.6835938
-3.6367188,3.7539062
-4.7617188,4.828125
-4.9882812,5.0546875
-4.484375,4.5742188
-5.078125,5.1875
-5.0039062,5.046875
-4.8046875,4.90625
-4.4882812,4.5664062
-5.1015625,5.1679688
-3.9785156,4.0390625
-5.8007812,5.90625
-5.3828125,5.4570312
-5.0,5.078125
-1.7041016,1.7080078
-5.3007812,5.359375
-4.1289062,4.2148438
-4.6484375,4.6992188
-5.0117188,5.0703125
-4.3320312,4.4648438
-3.625,3.8515625
-3.9101562,3.9394531
-3.8574219,4.0273438
-4.890625,4.9726562
-2.8574219,3.0253906
-3.8417969,3.8691406
-5.1914062,5.2382812
-4.8710938,4.9140625
-4.046875,4.109375
-4.109375,4.2382812
-3.7753906,3.8886719
-2.90625,3.015625
-4.8632812,4.9648438
-3.0234375,3.0292969
-4.7929688,4.8164062
-4.71875,4.7695312
-4.9257812,4.9726562
-5.5625,5.6835938
-4.9257812,5.0078125
-4.1640625,4.3359375
-4.6601562,4.7382812
-5.2578125,5.328125
-3.0039062,3.0898438
-5.3671875,5.4335938
-2.2207031,2.2148438
-1.9453125,2.0644531
-4.859375,4.9414062
-5.2617188,5.375
-5.4335938,5.5
-5.3007812,5.453125
-4.28125,4.4257812
-4.796875,4.9335938
-4.515625,4.5507812
-4.28125,4.4140625
-4.4257812,4.4765625
-4.6914062,4.7929688
-5.7226562,5.75
-3.875,3.9570312
-4.1132812,4.234375
-4.6445312,4.8125
-4.3007812,4.3710938
-4.8828125,4.9648438
-3.0917969,3.125
-5.4375,5.5195312
-3.6738281,3.8027344
-5.640625,5.75
-4.078125,4.21875
-5.2617188,5.3710938
-4.9921875,5.0742188
-5.2929688,5.40625
-4.9765625,5.1289062
-2.9667969,3.1445312
-5.6679688,5.7578125
-5.5273438,5.640625
-5.7578125,5.8046875
-4.6757812,4.7617188
-4.9453125,5.046875
-5.5,5.6328125
-4.9414062,5.03125
-4.6914062,4.8085938
-5.78125,5.8828125
-4.9335938,5.0351562
-4.1445312,4.2578125
-2.9882812,3.0175781
-5.3359375,5.4960938
-4.6679688,4.7695312
-3.6992188,3.8144531
-4.9257812,5.0
-5.0820312,5.171875
-3.9511719,3.9277344
-4.7734375,4.8515625
-5.3242188,5.3828125
-2.1972656,2.3144531
-4.828125,4.9726562
-5.796875,5.8984375
-5.3632812,5.4960938
-4.5898438,4.6835938
-5.375,5.4492188
-4.03125,4.1523438
-4.8164062,4.8828125
-4.5898438,4.7460938
-3.5703125,3.6503906
-5.1640625,5.3320312
-5.2460938,5.3398438
-5.2226562,5.4492188
-3.6464844,3.828125
-3.953125,4.0546875
-4.7148438,4.8398438
-3.9609375,4.0585938
-5.7070312,5.7382812
-5.3320312,5.515625
-4.2539062,4.421875
-3.7070312,3.8554688
-5.359375,5.4609375
-4.7773438,4.8710938
-4.6445312,4.765625
-5.5546875,5.6289062
-3.6054688,3.6171875
-3.8632812,3.9570312
-5.2617188,5.34375
-5.5546875,5.6796875
-4.859375,5.015625
-4.5703125,4.65625
-4.2382812,4.3671875
-4.0820312,4.2382812
-3.8613281,3.9628906
-4.25,4.4335938
-4.9296875,5.0976562
-5.515625,5.6132812
-4.203125,4.2929688
-5.2226562,5.3632812
-3.71875,3.8066406
-2.7050781,2.7519531
-4.0429688,4.1796875
-4.46875,4.4882812
-5.2539062,5.3867188
-5.2539062,5.3242188
-5.1367188,5.2070312
-4.59375,4.6875
-4.8359375,4.9414062
-5.0078125,5.1132812
-4.6054688,4.7304688
-3.1660156,3.2324219
-5.6835938,5.7578125
-4.2929688,4.4414062
-4.734375,4.9023438
-4.5585938,4.6328125
-5.6132812,5.6875
-4.765625,4.90625
-4.359375,4.4648438
-5.3164062,5.4804688
-4.2421875,4.3632812
-5.421875,5.4765625
-3.7734375,3.9414062
-4.5820312,4.7460938
-1.1269531,1.2109375
-3.921875,4.0507812
-4.75,4.9140625
-5.2421875,5.3789062
-3.828125,3.875
-3.7910156,3.8925781
-5.0117188,5.0898438
-5.1953125,5.3554688
-5.6640625,5.7734375
-4.984375,5.0976562
-4.8242188,4.984375
-4.9921875,5.0625
-4.8398438,4.921875
-5.0703125,5.1484375
-3.2109375,3.2246094
-5.7226562,5.8085938
-4.9140625,4.9960938
-3.3105469,3.3945312
-4.6132812,4.6796875
-4.9023438,5.03125
-5.0117188,5.1210938
-4.2539062,4.40625
-1.8710938,1.9726562
-4.3515625,4.515625
-3.7617188,3.8378906
-4.6875,4.7265625
-5.40625,5.5390625
-3.7246094,3.7988281
-4.25,4.2695312
