Logit_class_0,Logit_class_1
-4.6015625,4.6640625
-5.1210938,5.1679688
-5.1054688,5.2148438
-3.9882812,4.1757812
-4.8164062,4.921875
-5.6679688,5.7851562
-5.0585938,5.1914062
-5.4960938,5.5859375
-3.2089844,3.2402344
-4.3515625,4.4570312
-5.1367188,5.2695312
-2.6425781,2.6425781
-5.515625,5.6289062
-4.4335938,4.4726562
-4.0078125,4.1328125
-3.2441406,3.3476562
-4.9257812,4.9648438
-2.8554688,2.9179688
-4.6523438,4.7539062
-3.1699219,3.2148438
-4.5078125,4.6757812
-5.0234375,5.125
-4.6132812,4.7929688
-4.3398438,4.4765625
-4.390625,4.5859375
-4.1054688,4.125
-2.125,2.2128906
-5.28125,5.3398438
-5.453125,5.5351562
-5.4453125,5.5546875
-3.1542969,3.2597656
-3.3320312,3.4628906
-4.8515625,4.9726562
-4.4765625,4.5117188
-2.7402344,2.7910156
-4.0429688,4.1679688
-3.8027344,3.9355469
-2.9628906,3.0800781
-3.8027344,3.8339844
-2.5761719,2.6796875
-2.4199219,2.4804688
-5.6757812,5.7890625
-4.1015625,4.21875
-5.296875,5.3359375
-3.6953125,3.7792969
-2.0273438,2.0527344
-3.4511719,3.5332031
-4.7578125,4.8945312
-5.5039062,5.59375
-3.1210938,3.1855469
-5.5039062,5.5898438
-5.2773438,5.3398438
-4.625,4.7578125
-4.5664062,4.6367188
-5.046875,5.1367188
-4.4296875,4.5546875
-5.171875,5.296875
-4.234375,4.2929688
-3.9316406,4.0507812
-5.640625,5.734375
-4.7304688,4.765625
-5.1445312,5.1757812
-2.5195312,2.6816406
-4.4023438,4.5273438
-2.5410156,2.5683594
-4.0117188,4.15625
-5.6679688,5.7578125
-2.4414062,2.4101562
-4.8789062,4.9648438
-5.296875,5.34375
-3.6015625,3.6894531
-3.1660156,3.2617188
-4.0234375,4.1835938
-4.9375,4.9921875
-4.5898438,4.7109375
-5.6171875,5.6679688
-2.4511719,2.4707031
-5.1015625,5.3085938
-5.203125,5.328125
-4.2070312,4.3554688
-4.9140625,5.0234375
-5.0664062,5.1601562
-4.578125,4.6757812
-5.5039062,5.53125
-4.1875,4.2695312
-4.5390625,4.5585938
-5.1757812,5.3007812
-4.7929688,4.8789062
-4.9492188,5.0976562
-4.4921875,4.59375
-3.0722656,3.1757812
-3.3574219,3.3339844
-2.8925781,2.9238281
-5.3710938,5.4609375
-5.4414062,5.5039062
-4.6132812,4.765625
-1.6621094,1.6210938
-4.0976562,4.1328125
-4.3867188,4.5039062
-3.2578125,3.3417969
-5.1210938,5.2304688
-4.3945312,4.5390625
-4.390625,4.4179688
-4.828125,4.9804688
-0.56640625,0.5317383
-5.2304688,5.3125
-4.3359375,4.4492188
-4.4882812,4.5703125
-3.7753906,3.8671875
-4.7070312,4.7695312
-3.9082031,3.9628906
-4.703125,4.7773438
-3.7167969,3.7832031
-4.4101562,4.515625
-4.4179688,4.4921875
-5.3242188,5.390625
-4.3125,4.4335938
-5.828125,5.8632812
-5.3359375,5.3789062
-5.1210938,5.2226562
-3.2167969,3.2832031
-4.2617188,4.3515625
-5.3125,5.453125
-3.6660156,3.7792969
-2.765625,2.8125
-5.5898438,5.65625
-4.5195312,4.6601562
-5.03125,5.0429688
-0.96240234,1.0175781
-3.3535156,3.4160156
-5.0703125,5.1757812
-4.5703125,4.65625
-4.3710938,4.4921875
-4.90625,4.9570312
-3.8808594,4.015625
-4.9648438,5.0742188
-5.3554688,5.4492188
-3.1171875,3.1503906
-2.484375,2.5488281
-4.7460938,4.8125
-5.5351562,5.5859375
-4.4960938,4.5820312
-4.4648438,4.6210938
-5.4335938,5.53125
-4.0351562,4.1171875
-3.5664062,3.6953125
-5.0351562,5.1171875
-4.6289062,4.75
-4.8554688,4.9570312
-2.1503906,2.1992188
-4.9414062,5.0546875
-2.4785156,2.5800781
-3.859375,4.0117188
-4.9023438,4.9648438
-5.5234375,5.6523438
-5.0390625,5.0976562
-5.1914062,5.3710938
-4.5078125,4.640625
-4.7578125,4.8359375
-4.6015625,4.671875
-3.515625,3.5976562
-4.203125,4.2382812
-6.0273438,6.0585938
-4.1328125,4.1679688
-3.2421875,3.3105469
-5.1289062,5.2539062
-5.2148438,5.28125
-4.1601562,4.2773438
-5.578125,5.6679688
-5.4804688,5.5625
-5.671875,5.7578125
-3.8417969,3.9804688
-3.9140625,4.0117188
-4.7851562,4.8671875
-4.1132812,4.1953125
-4.421875,4.5664062
-4.0898438,4.1757812
-5.2578125,5.3359375
-3.9375,4.0078125
-5.0234375,5.03125
-5.359375,5.46875
-3.3046875,3.4667969
-5.1445312,5.2617188
-4.40625,4.484375
-3.109375,3.2128906
-2.921875,2.9921875
-4.96875,5.0703125
-3.5214844,3.6230469
-5.3554688,5.4140625
-5.53125,5.6132812
-4.6679688,4.7460938
-3.3222656,3.3710938
-5.3828125,5.4804688
-5.0273438,5.0976562
-1.8818359,1.9492188
-3.3398438,3.4589844
-4.3789062,4.4921875
-2.3203125,2.3769531
-3.3554688,3.3769531
-2.5761719,2.6523438
-3.8964844,4.0
-4.9921875,5.0507812
-3.4667969,3.5488281
-3.5507812,3.6777344
-3.2539062,3.4042969
-4.1914062,4.2226562
-3.4414062,3.4726562
-4.3203125,4.4414062
-4.03125,4.1171875
-3.8320312,3.9550781
-4.4960938,4.6289062
-4.359375,4.4570312
-3.2226562,3.3632812
-5.3398438,5.3789062
-5.265625,5.3476562
-4.7851562,4.8671875
-5.2773438,5.390625
-4.3320312,4.4921875
-4.515625,4.6015625
-3.2382812,3.3027344
-4.8828125,4.9921875
-4.6367188,4.7617188
-4.6679688,4.8125
-4.9765625,5.15625
-4.0429688,4.1679688
-5.0078125,5.0976562
-2.4824219,2.546875
-5.3671875,5.4609375
-5.4101562,5.5
-5.3671875,5.4570312
-4.5390625,4.6679688
-4.8046875,4.8710938
-4.7617188,4.921875
-5.2578125,5.40625
-3.9238281,4.0507812
-4.7265625,4.84375
-2.0253906,2.0332031
-5.5703125,5.6289062
-4.1796875,4.234375
-5.1796875,5.234375
-1.7382812,1.8095703
-4.9570312,5.046875
-4.9296875,5.03125
-5.09375,5.1445312
-3.1679688,3.2519531
-2.9902344,3.1308594
-3.6933594,3.7988281
-3.8789062,3.9003906
-3.3222656,3.375
-5.5273438,5.625
-5.5546875,5.6015625
-5.2617188,5.328125
-4.8242188,4.9335938
-5.9101562,5.9726562
-5.1289062,5.1757812
-4.4960938,4.5625
-4.578125,4.6953125
-2.296875,2.3730469
-3.0722656,3.1992188
-5.6523438,5.703125
-3.7421875,3.7910156
-4.8085938,4.8632812
-5.0351562,5.1328125
-5.0390625,5.1953125
-4.6015625,4.671875
-4.8203125,4.8476562
-3.2382812,3.3535156
-4.9101562,5.0117188
-2.765625,2.8320312
-5.2617188,5.3554688
-5.3671875,5.4179688
-5.1484375,5.2382812
-3.9453125,4.0742188
-2.8359375,2.8691406
-2.9667969,3.140625
-5.703125,5.75
-2.1777344,2.1757812
-4.4960938,4.6523438
-5.4609375,5.5625
-5.2929688,5.3515625
-5.15625,5.2539062
-4.3007812,4.328125
-4.515625,4.640625
-4.4335938,4.5703125
-5.5,5.5039062
-4.8476562,4.953125
-5.5351562,5.6289062
-3.5058594,3.6035156
-2.1425781,2.1699219
-4.4648438,4.4960938
-5.0117188,5.140625
-4.4609375,4.5664062
-2.8886719,2.9140625
-4.5507812,4.6875
-5.2304688,5.3359375
-4.6054688,4.7109375
-3.25,3.2792969
-5.6875,5.7617188
-3.5,3.5878906
-5.6523438,5.7460938
-5.0,5.171875
-5.1601562,5.234375
-4.2265625,4.328125
-5.2304688,5.3632812
-4.78125,4.9179688
-4.8710938,5.015625
-2.7871094,2.8261719
-3.4277344,3.5058594
-4.8085938,4.8945312
-5.234375,5.3398438
-5.0859375,5.1171875
-2.6972656,2.8261719
-4.3125,4.3945312
-3.546875,3.5839844
-4.8320312,4.9140625
-4.1640625,4.2890625
-4.734375,4.84375
-2.5722656,2.6503906
-5.0234375,5.09375
-4.78125,4.84375
-4.4375,4.59375
-2.2695312,2.3164062
-3.4140625,3.4492188
-4.4257812,4.5195312
-3.171875,3.390625
-3.6542969,3.7285156
-4.765625,4.9023438
-3.9257812,4.0351562
-4.2695312,4.375
-3.8242188,3.859375
-4.8359375,4.9570312
-5.4960938,5.5859375
-4.015625,4.1679688
-4.2851562,4.3671875
-5.0898438,5.140625
-5.7734375,5.8476562
-5.1796875,5.2578125
-2.6054688,2.6015625
-3.6152344,3.7636719
-3.015625,3.0800781
-5.2148438,5.3046875
-5.6484375,5.7070312
-3.3222656,3.4804688
-4.390625,4.546875
-3.9375,4.0195312
-3.1757812,3.2128906
-5.5507812,5.6445312
-3.2148438,3.2480469
-4.3945312,4.4882812
-3.3632812,3.5683594
-5.0898438,5.171875
-4.3984375,4.4882812
-4.0351562,4.1367188
-2.8691406,2.9199219
-5.109375,5.1796875
-5.2929688,5.3632812
-4.9257812,5.03125
-0.5229492,0.50927734
-5.0195312,5.1914062
-5.5976562,5.6953125
-4.8515625,4.9648438
-4.8476562,4.9492188
-3.8789062,3.9121094
-5.1796875,5.3007812
-5.0976562,5.1601562
-4.3710938,4.4570312
-2.9746094,3.1015625
-5.0976562,5.21875
-5.515625,5.6328125
-3.4746094,3.5273438
-5.4453125,5.5625
-4.90625,4.9882812
-4.7148438,4.8945312
-3.1289062,3.25
-5.1953125,5.3242188
-2.3925781,2.3789062
-2.2402344,2.2910156
-5.2578125,5.328125
-5.3984375,5.4804688
-3.5214844,3.5859375
-4.0390625,4.1367188
-3.5996094,3.6289062
-3.1425781,3.2167969
-4.7226562,4.8046875
-5.4023438,5.453125
-4.9804688,5.1328125
-3.7851562,3.9140625
-5.0820312,5.1953125
-4.171875,4.2890625
-5.1640625,5.2304688
-4.921875,4.9296875
-4.3398438,4.3945312
-2.9980469,3.0371094
-4.9570312,5.0234375
-2.1230469,2.1660156
-1.3564453,1.4160156
-4.8671875,4.9414062
-4.1289062,4.2695312
-4.3710938,4.5195312
-3.9511719,4.0625
-4.3867188,4.4414062
-4.1289062,4.2148438
-4.1171875,4.2773438
-4.6210938,4.6796875
-4.9648438,5.1054688
-3.796875,3.8964844
-5.1015625,5.2421875
-4.0585938,4.1132812
-4.1992188,4.3359375
-5.0742188,5.1367188
-4.5664062,4.7265625
-4.1367188,4.1367188
-0.99072266,0.9589844
-4.1875,4.1640625
-4.0195312,4.0742188
-3.7128906,3.8085938
-3.953125,4.0820312
-4.296875,4.421875
-4.8242188,4.9609375
-4.5039062,4.5625
-5.3710938,5.515625
-5.515625,5.6171875
-4.4335938,4.484375
-4.5234375,4.5859375
-3.7988281,3.9472656
-4.0234375,4.109375
-4.359375,4.5039062
-5.453125,5.5859375
-3.7167969,3.8554688
-4.8515625,4.9609375
-4.8164062,4.9140625
-3.4433594,3.5332031
-5.484375,5.6328125
-5.5546875,5.625
-2.4160156,2.4355469
-5.75,5.8203125
-1.4267578,1.4736328
-4.7109375,4.8007812
-4.5820312,4.703125
-2.8652344,2.9003906
-4.6484375,4.7460938
-5.5429688,5.609375
-5.0273438,5.171875
-2.2480469,2.3027344
-5.3789062,5.4960938
-4.2382812,4.3359375
-5.453125,5.5703125
-4.9804688,5.0859375
-3.5742188,3.6464844
-5.0078125,5.0585938
-4.1054688,4.25
-5.0117188,5.1484375
-4.3359375,4.3945312
-4.9960938,5.125
-5.0039062,5.0507812
-2.9277344,3.0859375
-3.6601562,3.7558594
-4.0429688,4.0351562
-3.1113281,3.1933594
-5.234375,5.3085938
-4.375,4.4101562
-3.4648438,3.5761719
-5.5195312,5.5664062
-1.8183594,1.8574219
-4.6015625,4.7148438
-4.9609375,4.9726562
-4.4453125,4.546875
-3.5371094,3.6210938
-5.5664062,5.6054688
-5.2226562,5.3710938
-3.2226562,3.3007812
-4.953125,4.984375
-5.5664062,5.6601562
-3.3847656,3.4921875
-4.4375,4.6171875
-3.4296875,3.4199219
-4.4804688,4.578125
-3.5800781,3.6425781
-4.7460938,4.8710938
-4.2929688,4.3476562
-3.9140625,3.9941406
-4.2265625,4.3203125
-2.4882812,2.5996094
-3.2324219,3.3046875
-4.7070312,4.8007812
-3.7988281,3.9648438
-4.0351562,4.1445312
-3.5957031,3.7089844
-4.140625,4.1953125
-5.21875,5.2734375
-5.3671875,5.4609375
-4.78125,4.921875
-5.2773438,5.3867188
-3.5214844,3.7695312
-1.7939453,1.8740234
-4.6171875,4.7148438
-5.0859375,5.1914062
-3.9824219,4.109375
-4.8789062,4.96875
-2.4902344,2.5839844
-5.203125,5.1953125
-4.3632812,4.4960938
-3.2089844,3.3515625
-4.6523438,4.8125
-1.9443359,1.9804688
-3.7714844,3.8613281
-5.15625,5.2539062
-5.2851562,5.4023438
-5.484375,5.6054688
-3.8339844,3.9824219
-3.1152344,3.2109375
-4.3867188,4.4804688
-2.3046875,2.4023438
-4.6640625,4.78125
-4.796875,4.8945312
-4.84375,4.9375
-4.8203125,4.921875
-3.4238281,3.484375
-4.46875,4.5390625
-5.5625,5.640625
-4.5625,4.6679688
-4.1054688,4.171875
-5.109375,5.25
-5.3085938,5.3554688
-5.5507812,5.6328125
-5.4257812,5.4921875
-5.4648438,5.515625
-3.5136719,3.5058594
-4.796875,4.8632812
-3.7792969,3.875
-5.9101562,5.9296875
-5.3242188,5.46875
-4.6953125,4.7617188
-5.6171875,5.7109375
-2.8671875,2.9707031
-5.2226562,5.3398438
-4.8515625,4.9609375
-3.5761719,3.6601562
-4.8320312,4.9375
-4.21875,4.328125
-4.7695312,4.84375
-4.9882812,5.1210938
-5.6640625,5.7578125
-4.2148438,4.3398438
-4.5429688,4.6914062
-5.53125,5.6445312
-4.4804688,4.5976562
-5.3515625,5.3867188
-4.3828125,4.5078125
-5.6132812,5.734375
-5.1875,5.234375
-5.125,5.2460938
-5.4296875,5.5351562
-3.546875,3.59375
-4.859375,4.9492188
-5.5976562,5.65625
-4.6835938,4.8398438
-4.2304688,4.2929688
-3.5253906,3.625
-4.2421875,4.3242188
-4.828125,4.9140625
-4.8476562,4.96875
-4.9648438,5.0898438
-4.1484375,4.2382812
-4.8007812,4.984375
-5.2382812,5.2929688
-5.6132812,5.6757812
-3.9375,4.0703125
-4.5898438,4.7460938
-3.2324219,3.3105469
-5.3476562,5.4804688
-5.5,5.5703125
-4.7734375,4.8671875
-4.4023438,4.5234375
-3.7324219,3.7949219
-5.0117188,5.109375
-3.0664062,3.0898438
-5.0429688,5.140625
-4.1367188,4.1992188
-2.8066406,2.8515625
-4.6601562,4.7304688
-5.5117188,5.59375
-5.234375,5.3203125
-4.7226562,4.8476562
-2.0820312,2.1445312
-3.4179688,3.5273438
-5.1835938,5.3125
-2.8242188,2.9277344
-4.0,4.0859375
-4.9335938,5.046875
-3.53125,3.5664062
-5.0234375,5.1132812
-3.6308594,3.7089844
-5.7070312,5.7851562
-4.640625,4.7109375
-5.0976562,5.1835938
-3.0605469,3.15625
-4.4023438,4.5273438
-4.8867188,4.9570312
-3.1855469,3.2773438
-5.0703125,5.125
-3.4570312,3.4921875
-3.1074219,3.1523438
-3.5976562,3.7304688
-3.5625,3.6484375
-1.8261719,1.9169922
-5.1171875,5.2304688
-4.8359375,4.9101562
-5.2578125,5.3632812
-3.6953125,3.7636719
-3.2539062,3.296875
-4.2148438,4.3320312
-4.6835938,4.8203125
-4.9453125,5.0898438
-4.5234375,4.5585938
-3.8515625,3.9316406
-5.1171875,5.2460938
-4.328125,4.4414062
-4.2226562,4.3125
-4.2226562,4.3242188
-3.3085938,3.4355469
-5.140625,5.1757812
-2.5976562,2.7304688
-4.3125,4.4335938
-3.7636719,3.8769531
-4.5546875,4.6875
-4.6640625,4.7460938
-3.6152344,3.6601562
-5.5976562,5.6679688
-3.3378906,3.4042969
-5.8398438,5.90625
-3.1386719,3.1875
-5.1757812,5.25
-4.6757812,4.796875
-5.1015625,5.1914062
-4.15625,4.2773438
-3.6132812,3.6933594
-3.9121094,3.96875
-4.2109375,4.3476562
-5.5625,5.640625
-3.609375,3.6757812
-4.34375,4.4921875
-4.703125,4.8359375
-2.4492188,2.546875
-3.6269531,3.7460938
-5.2851562,5.3359375
-4.1757812,4.3320312
-3.640625,3.7792969
-3.4003906,3.5273438
-4.953125,5.0273438
-4.7617188,4.8867188
-3.7558594,3.8925781
-3.4707031,3.4746094
-4.796875,4.84375
-3.8242188,3.9316406
-2.1367188,2.2324219
-4.7773438,4.8359375
-5.3164062,5.390625
-2.4960938,2.5175781
-2.9628906,3.0195312
-5.4335938,5.53125
-3.5820312,3.6757812
-1.703125,1.7929688
-1.2275391,1.2851562
-3.2617188,3.2109375
-3.8671875,3.9550781
-4.8554688,4.9492188
-5.3398438,5.4101562
-3.7617188,3.8847656
-4.8007812,4.9921875
-5.9140625,5.9726562
-4.484375,4.5976562
-4.2148438,4.328125
-3.3710938,3.4960938
-1.7402344,1.8525391
-4.4414062,4.4882812
-3.6230469,3.6875
-4.7304688,4.7890625
-4.5351562,4.71875
-4.4453125,4.5625
-3.8144531,3.8183594
-4.9804688,5.109375
-2.2949219,2.296875
-5.1523438,5.2578125
-3.71875,3.7988281
-3.4335938,3.515625
-5.6015625,5.6367188
-3.3554688,3.4648438
-5.4648438,5.5585938
-5.0351562,5.0820312
-4.1640625,4.2851562
-4.9414062,5.0546875
-4.3671875,4.5039062
-4.0273438,4.1875
-5.609375,5.640625
-3.4980469,3.5820312
-4.5234375,4.6210938
-2.4824219,2.5820312
-4.2226562,4.3359375
-4.0742188,4.2109375
-4.5859375,4.6757812
-4.7304688,4.796875
-3.8691406,3.9453125
-3.2207031,3.3398438
-4.5117188,4.65625
-5.171875,5.28125
-5.109375,5.1679688
-3.8867188,4.015625
-5.6601562,5.7734375
-5.3007812,5.3203125
-5.4609375,5.5742188
-5.3515625,5.4179688
-4.9257812,5.0
-4.9492188,5.0234375
-4.3789062,4.4609375
-2.4453125,2.5058594
-4.0625,4.1210938
-4.9492188,5.0976562
-5.2070312,5.25
-5.5507812,5.5820312
-5.3867188,5.4726562
-5.3671875,5.4648438
-5.1992188,5.25
-4.203125,4.3554688
-3.7265625,3.7539062
-4.1289062,4.2734375
-3.8105469,3.8671875
-4.6132812,4.734375
-3.5957031,3.7128906
-4.8359375,4.9570312
-5.34375,5.4296875
-5.4023438,5.46875
-5.34375,5.3945312
-3.453125,3.5019531
-4.640625,4.7695312
-4.5820312,4.703125
-4.8632812,4.9570312
-4.1015625,4.1328125
-4.8007812,4.8828125
-4.2265625,4.2851562
-4.4921875,4.65625
-4.9296875,5.0625
-4.4570312,4.6367188
-5.4726562,5.5585938
-1.4101562,1.4423828
-5.3203125,5.3789062
-3.7265625,3.7753906
-4.6523438,4.6953125
-5.1640625,5.2578125
-4.609375,4.7421875
-1.4414062,1.5419922
-5.078125,5.0976562
-4.9335938,5.0195312
-3.9121094,4.0039062
-3.078125,3.1601562
-3.3339844,3.3515625
-3.7714844,3.9433594
-5.15625,5.3359375
-3.1894531,3.2675781
-4.0859375,4.2070312
-5.1015625,5.2421875
-2.9941406,3.15625
-3.5332031,3.5585938
-3.7148438,3.8085938
-4.7617188,4.9375
-3.6035156,3.671875
-5.3671875,5.484375
-4.5039062,4.609375
-3.4199219,3.5761719
-5.4101562,5.4882812
-5.3867188,5.484375
-4.84375,4.9257812
-5.2773438,5.3554688
-2.40625,2.4160156
-3.25,3.3457031
-2.9707031,3.0507812
-3.0644531,3.0859375
-4.6445312,4.7539062
-4.1015625,4.1875
-4.5390625,4.5976562
-5.0429688,5.1015625
-4.6210938,4.6875
-3.8066406,3.9160156
-4.6484375,4.7265625
-4.1210938,4.2109375
-5.4726562,5.5351562
-4.5273438,4.6171875
-2.9277344,3.0058594
-4.8671875,4.9375
-5.2578125,5.328125
-4.6054688,4.6953125
-2.1230469,2.1386719
-5.03125,5.125
-4.3046875,4.3710938
-5.4492188,5.4921875
-4.7460938,4.8789062
-5.0664062,5.109375
-1.0507812,1.1171875
-4.15625,4.2851562
-2.7832031,2.7851562
-4.59375,4.7421875
-4.6523438,4.78125
-4.1210938,4.1601562
-5.046875,5.1015625
-4.5742188,4.7382812
-4.75,4.8085938
1.4804688,-1.4716797
-4.8046875,4.859375
-3.7988281,3.7910156
-2.7011719,2.7226562
-2.7597656,2.859375
-3.2910156,3.3847656
-4.0546875,4.21875
-3.4121094,3.5273438
-2.6289062,2.6386719
-2.3789062,2.4648438
-5.0234375,5.1171875
-3.6621094,3.765625
-2.375,2.3964844
-2.6386719,2.671875
-5.296875,5.4375
-4.2734375,4.3984375
-1.8789062,1.9169922
-4.6640625,4.734375
-4.3203125,4.4140625
-3.6621094,3.7714844
-4.84375,4.921875
-3.5019531,3.6230469
-4.7695312,4.8632812
-3.390625,3.453125
-4.0820312,4.2148438
-3.2089844,3.3144531
-5.3007812,5.421875
-4.296875,4.328125
-3.7910156,3.8828125
-4.8359375,4.8789062
-4.59375,4.6796875
-4.0625,4.1367188
-5.578125,5.6171875
-4.4726562,4.5039062
0.67871094,-0.6723633
-3.3730469,3.4570312
-4.2695312,4.421875
-2.4882812,2.5585938
-3.2519531,3.3261719
-3.8359375,3.8925781
-3.6445312,3.75
-4.3945312,4.5664062
-5.3984375,5.5117188
-4.7539062,4.8554688
-5.2578125,5.3554688
-5.546875,5.6132812
-3.8183594,3.90625
-2.3671875,2.4042969
-1.7421875,1.8398438
-3.0097656,3.0703125
-5.609375,5.6679688
-5.1015625,5.1679688
-4.4257812,4.546875
-4.1523438,4.3007812
-2.9160156,2.9667969
-4.90625,4.9882812
-4.3203125,4.4257812
-3.5078125,3.671875
-5.359375,5.484375
-4.4375,4.5625
-1.6708984,1.6669922
-3.7890625,3.8613281
-5.0859375,5.1601562
-2.0898438,2.1152344
-4.171875,4.3125
-5.2695312,5.25
-4.9140625,5.0390625
-5.8085938,5.9023438
-4.8789062,4.9804688
-4.34375,4.4960938
-5.0039062,5.1289062
-4.1875,4.2851562
-4.2382812,4.3632812
-2.8984375,3.0078125
-4.3046875,4.421875
-2.8847656,3.0644531
-5.1132812,5.1679688
-5.0,5.1328125
-4.625,4.75
-3.9726562,4.078125
-3.875,4.0351562
-3.9882812,4.1171875
-4.0625,4.2148438
-4.6289062,4.7929688
-4.484375,4.5703125
-3.8457031,3.9707031
-4.0664062,4.0898438
-4.1445312,4.21875
-4.8828125,4.96875
-4.109375,4.2460938
-2.8867188,2.9355469
-4.71875,4.796875
-3.6445312,3.71875
-4.0976562,4.2070312
-5.0507812,5.1328125
-4.6054688,4.703125
-4.1640625,4.2226562
-3.9570312,4.1289062
-4.9375,5.0859375
-3.6015625,3.671875
-4.96875,5.09375
-4.3164062,4.4296875
-2.7089844,2.6523438
-4.8515625,4.9414062
-0.72753906,0.7084961
-5.21875,5.34375
-3.7851562,3.8476562
-1.6298828,1.5556641
-4.3867188,4.4882812
-5.1992188,5.3085938
-4.8476562,4.9179688
-4.6835938,4.765625
-5.4257812,5.4960938
-4.8242188,4.8867188
-3.4121094,3.5097656
-4.8945312,4.9726562
-3.7382812,3.8164062
-5.2382812,5.3164062
-4.8515625,4.9609375
-2.2773438,2.328125
-2.4394531,2.5351562
-3.4628906,3.5351562
-2.859375,2.9453125
-4.6445312,4.8085938
-4.9921875,5.078125
-0.77441406,0.9189453
-4.8789062,5.1132812
-5.1757812,5.2539062
-3.2851562,3.375
-4.8242188,4.9179688
-3.6445312,3.7246094
-4.3984375,4.5703125
-2.9199219,3.015625
-3.234375,3.3769531
-2.65625,2.6640625
-2.9902344,3.0273438
-0.39086914,0.31518555
-3.7734375,3.9121094
-2.8867188,2.984375
-4.2148438,4.3320312
-4.5078125,4.5820312
-4.9960938,5.0625
-5.359375,5.4257812
-3.1425781,3.1992188
-5.0546875,5.140625
-4.5742188,4.6289062
-4.1757812,4.3046875
-3.390625,3.53125
-3.4902344,3.5800781
-3.0742188,3.2089844
-3.9375,4.0351562
-3.2128906,3.2851562
-3.2011719,3.2089844
-3.5253906,3.5722656
-3.6308594,3.7558594
-4.8046875,5.0039062
-3.1484375,3.2949219
-4.046875,4.0859375
-4.140625,4.2890625
0.06591797,-0.18103027
-5.1796875,5.265625
-5.2148438,5.3710938
-4.6601562,4.7265625
-4.4296875,4.5039062
-4.9453125,5.0507812
-3.9414062,3.9414062
-4.8164062,4.8203125
-3.0859375,3.1796875
-1.8007812,1.8408203
-4.9609375,5.0820312
-4.8671875,4.921875
-4.3867188,4.4882812
-4.6914062,4.78125
-2.1601562,2.2578125
-4.7109375,4.7773438
-4.6875,4.75
-1.6396484,1.7099609
-2.4863281,2.5722656
-4.7929688,4.8632812
-3.578125,3.6054688
-4.2265625,4.3984375
-4.4179688,4.6054688
-2.9277344,3.0234375
-3.5429688,3.6933594
-5.2265625,5.359375
-4.3476562,4.421875
-3.265625,3.3007812
-3.8242188,3.9648438
-4.5429688,4.6523438
-5.4375,5.5703125
-4.1875,4.3085938
-4.6679688,4.703125
-5.265625,5.3046875
-4.765625,4.8632812
-3.5761719,3.6230469
-5.1914062,5.2851562
-3.6308594,3.7871094
-3.5507812,3.5976562
-4.1914062,4.2304688
-4.5429688,4.6367188
-4.1523438,4.171875
-3.7773438,3.8945312
-5.390625,5.4453125
-3.2167969,3.2539062
-3.3691406,3.5117188
-4.328125,4.3984375
3.1542969,-3.1699219
-3.5136719,3.5507812
-5.7617188,5.8554688
-4.6367188,4.6953125
-4.9179688,5.0039062
-5.4023438,5.484375
-4.7070312,4.8320312
-4.9726562,5.09375
-2.9023438,2.9335938
-3.9296875,3.9902344
-4.8320312,4.8710938
-2.5566406,2.5253906
-5.1289062,5.2148438
-4.7460938,4.8125
-3.5839844,3.609375
-4.9882812,5.03125
-3.7890625,3.8671875
-5.6289062,5.6914062
-4.8789062,4.9882812
-2.7832031,2.9160156
-4.3242188,4.4414062
-5.0859375,5.1601562
0.50927734,-0.50341797
-4.2578125,4.40625
-4.8320312,4.9609375
-4.4179688,4.4257812
-3.3164062,3.4160156
-2.9296875,2.9394531
-4.8867188,5.0429688
-2.890625,2.8964844
-2.4550781,2.5234375
-2.7832031,2.828125
-3.4082031,3.5078125
-4.546875,4.6015625
-4.5742188,4.7304688
-4.703125,4.8515625
-5.3320312,5.421875
-5.5,5.5429688
-3.9453125,3.9785156
-1.8974609,2.015625
-3.0039062,3.1054688
-4.5117188,4.609375
-1.7919922,1.8320312
-2.3300781,2.4121094
-4.1289062,4.1875
-4.7851562,4.890625
-5.578125,5.6210938
-4.7109375,4.859375
-3.21875,3.28125
-2.1347656,2.1816406
-5.171875,5.25
-3.2460938,3.2832031
-4.2539062,4.3164062
-3.328125,3.3671875
-4.15625,4.296875
-4.9570312,5.0859375
-3.4511719,3.4199219
-3.6152344,3.6679688
-3.7382812,3.8007812
-2.8007812,2.9257812
-5.0546875,5.09375
-4.40625,4.5273438
-4.515625,4.6132812
-4.9726562,5.078125
-0.7573242,0.86865234
1.2978516,-1.328125
-4.3515625,4.4570312
-3.8320312,3.9824219
-3.5878906,3.6054688
-4.4414062,4.5546875
-3.8964844,4.1171875
-5.671875,5.7148438
-2.7382812,2.7695312
-5.3320312,5.4179688
-3.5371094,3.5898438
-3.3300781,3.4472656
-4.8085938,4.9375
-4.6875,4.8242188
-5.328125,5.3476562
-4.640625,4.703125
-5.2695312,5.3359375
-4.640625,4.7382812
-4.7382812,4.8476562
-4.4453125,4.5390625
-5.2460938,5.4140625
-5.3125,5.3632812
-4.5273438,4.5703125
-2.7011719,2.7792969
-3.8652344,3.9316406
-2.5703125,2.6445312
-1.0371094,1.1123047
-3.8554688,3.9121094
-4.6132812,4.71875
-2.9316406,3.0703125
-1.5302734,1.5742188
-5.6328125,5.671875
-3.6542969,3.7246094
-3.953125,4.0664062
-4.3515625,4.4570312
-4.9609375,5.0546875
-4.265625,4.3203125
-5.4570312,5.5898438
